"InventoryID","ISO6393","Glottocode","Source","phonemes","consonants","vowels","tones"
582,"tml","tamn1235","upsid",17,11,6,NA
583,"tna","taca1256","upsid",22,18,4,NA
584,"tnl","lena1238","upsid",21,15,6,NA
585,"top","papa1238","upsid",22,16,6,NA
586,"tpm","tamp1252","upsid",33,24,9,NA
587,"tpx","acat1239","upsid",30,20,10,NA
588,"tpy","trum1247","upsid",24,18,6,NA
589,"tqo","toar1246","upsid",14,8,6,NA
590,"tqw","tonk1249","upsid",25,15,10,NA
591,"trg","lish1246","upsid",40,24,16,NA
592,"tsi","nucl1649","upsid",41,38,3,NA
593,"tsu","tsou1248","upsid",21,15,6,NA
594,"tsz","pure1242","upsid",39,33,6,NA
595,"ttr","tera1251","upsid",48,42,6,NA
596,"tun","tuni1252","upsid",24,17,7,NA
597,"tur","nucl1301","upsid",33,25,8,NA
598,"twf","nort1550","upsid",38,26,12,NA
599,"tyv","tuvi1240","upsid",29,20,9,NA
600,"tzh","tzel1254","upsid",28,22,6,NA
601,"ung","ngar1284","upsid",24,18,6,NA
602,"unr","mund1320","upsid",37,32,5,NA
603,"uzn","nort2690","upsid",30,24,6,NA
604,"vam","vani1248","upsid",28,12,16,NA
605,"vie","viet1252","upsid",36,22,14,NA
606,"vmb","mbab1239","upsid",24,20,4,NA
607,"wao","wapp1239","upsid",35,30,5,NA
608,"wap","wapi1253","upsid",25,17,8,NA
609,"wba","wara1303","upsid",21,11,10,NA
610,"wgi","nucl1620","upsid",23,17,6,NA
611,"wic","wich1260","upsid",29,21,8,NA
612,"wim","wikm1247","upsid",18,13,5,NA
613,"wit","wint1259","upsid",35,30,5,NA
614,"wiy","wiyo1248","upsid",29,24,5,NA
615,"wnc","want1252","upsid",21,14,7,NA
616,"wnu","usan1239","upsid",20,14,6,NA
617,"woi","kama1365","upsid",28,16,12,NA
618,"wol","nucl1347","upsid",40,26,14,NA
619,"wrs","wari1266","upsid",22,13,9,NA
620,"wrz","wara1290","upsid",21,16,5,NA
621,"wti","bert1248","upsid",29,24,5,NA
622,"wuu","wuch1236","upsid",34,25,9,NA
623,"wyb","wang1291","upsid",18,15,3,NA
624,"xaw","kawa1283","upsid",31,25,6,NA
625,"xom","komo1258","upsid",31,23,8,NA
626,"xpe","libe1247","upsid",34,22,12,NA
627,"xtc","katc1249","upsid",27,22,5,NA
628,"yad","yagu1244","upsid",23,11,12,NA
629,"yaq","yaqu1251","upsid",22,17,5,NA
630,"ycn","yucu1253","upsid",21,16,5,NA
631,"yer","taro1263","upsid",32,26,6,NA
632,"ygr","yaga1260","upsid",23,14,9,NA
633,"yii","yidi1250","upsid",16,13,3,NA
634,"ykg","nort2745","upsid",26,20,6,NA
635,"ynn","yana1271","upsid",30,22,8,NA
636,"yor","yoru1245","upsid",29,18,11,NA
637,"yrb","yare1248","upsid",18,13,5,NA
638,"yrk","nene1249","upsid",35,27,8,NA
639,"yss","yess1239","upsid",20,16,4,NA
640,"yua","yuca1254","upsid",30,20,10,NA
641,"yuc","yuch1247","upsid",46,38,8,NA
642,"yue","yuec1235","upsid",25,20,5,NA
643,"yul","yulu1243","upsid",42,35,7,NA
644,"yva","nucl1454","upsid",19,14,5,NA
645,"zne","zand1248","upsid",35,19,16,NA
646,"zoc","copa1236","upsid",22,16,6,NA
647,"zul","zulu1248","upsid",37,32,5,NA
648,"zun","zuni1245","upsid",25,20,5,NA
649,"abi","abid1235","aa",39,21,18,0
650,"adj","adio1239","aa",31,21,7,3
651,"ajg","ajab1235","aa",45,28,12,5
652,"ajg","ajab1235","aa",37,23,14,0
653,"mtb","anyi1244","aa",37,21,16,0
654,"ahl","igoo1238","aa",33,23,7,3
655,"aka","akan1250","aa",31,18,9,4
656,"bss","akoo1248","aa",44,22,18,4
657,"anc","ngas1240","aa",36,24,9,3
658,"cko","anuf1239","aa",43,22,19,2
659,"apd","suda1236","aa",62,54,8,0
660,"avu","avok1242","aa",55,37,14,4
661,"bav","veng1238","aa",82,56,17,9
662,"bfd","bafu1246","aa",49,21,18,10
663,"bkc","baka1272","aa",38,25,7,6
664,"bam","bamb1269","aa",43,20,21,2
665,"bfl","band1345","aa",45,32,8,5
666,"bfl","band1345","aa",46,33,10,3
667,"bza","band1352","aa",48,23,21,4
668,"bci","baou1238","aa",37,21,12,4
669,"bba","baat1238","aa",31,17,12,2
670,"bas","basa1284","aa",41,29,7,5
671,"bsq","nucl1418","aa",36,22,7,7
672,"bud","ntch1242","aa",30,21,6,3
673,"btg","gagn1235","aa",51,23,26,2
674,"bkv","bekw1241","aa",36,23,10,3
675,"bom","bero1242","aa",31,24,7,0
676,"nhb","beng1286","aa",49,24,19,6
677,"bhy","bhel1238","aa",28,19,7,2
678,"beh","bial1238","aa",27,14,10,3
679,"bim","bimo1239","aa",44,22,18,4
680,"bib","biss1248","aa",41,23,15,3
681,"bbo","nort2819","aa",40,20,18,2
682,"bqc","boko1266","aa",34,19,12,3
683,"bzx","hain1253","aa",34,20,14,0
684,"bum","bulu1251","aa",36,24,7,5
685,"cme","cerm1238","aa",46,21,21,4
686,"ncu","chum1261","aa",30,21,9,0
687,"dbq","nucl1683","aa",47,36,6,5
688,"dga","sout2789","aa",54,24,27,3
689,"dgi","nort2780","aa",41,29,9,3
690,"dag","dagb1246","aa",31,23,6,2
691,"daf","dann1241","aa",48,20,23,5
692,"ada","adan1247","aa",39,23,12,4
693,"dzg","daza1242","aa",32,21,11,0
694,"luo","luok1236","aa",38,26,9,3
695,"dic","lako1244","aa",57,27,27,3
696,"dyu","dyul1238","aa",39,23,14,2
697,"tbz","dita1238","aa",32,17,12,3
698,"dow","doya1240","aa",48,22,22,4
699,"dts","toro1252","aa",42,21,21,0
700,"dua","dual1243","aa",33,21,7,5
701,"dug","duru1249","aa",49,42,5,2
702,"igb","ebir1243","aa",31,19,9,3
703,"ewe","ewee1241","aa",42,27,12,3
704,"bin","bini1246","aa",48,25,21,2
705,"eza","ezaa1238","aa",38,27,9,2
706,"etu","ejag1239","aa",32,21,7,4
707,"ema","emai1241","aa",48,27,21,0
708,"enn","enge1239","aa",33,20,10,3
709,"ewo","ewon1239","aa",25,15,7,3
710,"fmp","fefe1239","aa",44,23,16,5
711,"fon","fonn1241","aa",42,24,14,4
712,"fub","adam1253","aa",34,24,10,0
713,"fuq","cent2018","aa",37,27,10,0
714,"ffm","maas1239","aa",37,27,10,0
715,"fuh","west2454","aa",32,27,5,0
716,"flr","fuli1240","aa",35,25,10,0
717,"gaa","gaaa1244","aa",38,24,12,2
718,"gng","ngan1299","aa",39,22,14,3
719,"gya","nort2775","aa",53,30,19,4
720,"gbp","gbay1287","aa",45,29,12,4
721,"gej","genn1243","aa",44,27,14,3
722,"gej","genn1243","aa",40,25,12,3
723,"god","godi1239","aa",42,26,13,3
724,"gjn","gonj1241","aa",39,23,14,2
725,"gbo","nort2810","aa",36,19,13,4
726,"gde","gude1246","aa",36,30,4,2
727,"gux","gour1243","aa",33,20,10,3
728,"hag","hang1258","aa",29,23,6,0
729,"hau","haus1257","aa",43,33,10,0
730,"hau","haus1257","aa",31,25,6,0
731,"ife","ifee1241","aa",34,19,12,3
732,"ibo","nucl1417","aa",36,28,8,0
733,"ige","iged1239","aa",38,24,10,4
734,"ijs","sout2774","aa",44,24,18,2
735,"iqw","ikwo1238","aa",40,29,9,2
736,"izz","izii1239","aa",51,40,9,2
737,"dyo","jola1263","aa",29,19,10,0
738,"bex","jurm1239","aa",49,31,18,0
739,"kbp","kabi1261","aa",47,24,23,0
740,"kkj","kako1242","aa",50,33,13,4
741,"bqx","baan1242","aa",56,28,27,1
742,"knc","cent2050","aa",25,18,7,0
743,"kza","west2466","aa",45,20,21,4
744,"kzr","kara1478","aa",40,30,6,4
745,"xsm","kase1253","aa",40,19,20,1
746,"xsm","kase1253","aa",45,21,20,4
747,"ozm","koon1245","aa",52,22,24,6
748,"kik","kiku1240","aa",32,18,14,0
749,"kqs","nort2765","aa",42,22,20,0
750,"bkm","komc1235","aa",75,59,9,7
751,"kmw","komo1260","aa",35,24,7,4
752,"xon","konk1269","aa",42,22,12,8
753,"xpe","libe1247","aa",45,21,21,3
754,"gkp","guin1254","aa",35,27,8,0
755,"krs","gbay1288","aa",56,41,10,5
756,"kri","krio1253","aa",32,22,10,0
757,"ted","tepo1239","aa",39,17,18,4
758,"kuj","kuri1259","aa",22,15,7,0
759,"kus","kusa1250","aa",44,22,22,0
760,"las","lama1275","aa",53,17,33,3
761,"lln","lele1276","aa",36,23,10,3
762,"led","lend1245","aa",55,43,8,4
763,"lom","loma1260","aa",42,28,14,0
764,"lok","loko1255","aa",25,18,7,0
765,"lig","ligb1244","aa",38,22,14,2
766,"lia","west2450","aa",24,17,7,0
767,"lmp","limb1268","aa",35,22,7,6
768,"lin","ling1263","aa",22,15,7,0
769,"dop","lukp1238","aa",37,17,20,0
770,"lug","gand1255","aa",33,19,10,4
771,"lgg","lugb1240","aa",39,26,10,3
772,"lee","lyel1241","aa",44,24,16,4
773,"mcu","came1252","aa",40,24,12,4
774,"mzk","nige1255","aa",43,25,16,2
775,"maw","mamp1244","aa",32,22,10,0
776,"mlq","west2500","aa",27,20,7,0
777,"emk","east2426","aa",36,20,14,2
778,"mdj","mang1394","aa",47,36,9,2
779,"mwk","kita1249","aa",33,19,14,0
780,"muh","mund1326","aa",41,29,9,3
781,"mfn","cros1244","aa",37,28,7,2
782,"mbo","mboc1235","aa",31,20,7,4
783,"mcp","maka1304","aa",55,30,21,4
784,"men","mend1266","aa",34,23,7,4
785,"mgo","meta1238","aa",33,20,8,5
786,"myk","mama1271","aa",50,29,19,2
787,"mzw","degg1238","aa",52,22,30,0
788,"mif","mofu1248","aa",44,35,7,2
789,"mos","moss1236","aa",43,17,24,2
790,"moa","mwan1250","aa",39,21,12,6
791,"mnf","mund1327","aa",41,23,14,4
792,"mkw","kitu1245","aa",22,17,5,0
793,"mur","murl1244","aa",34,20,14,0
794,"sur","mwag1236","aa",37,25,12,0
795,"nfr","nafa1258","aa",44,25,19,0
796,"nmz","nawd1238","aa",35,21,14,0
797,"nuv","nort2784","aa",54,21,30,3
798,"lem","noma1260","aa",30,14,14,2
799,"sba","ngam1268","aa",34,18,13,3
800,"nga","ngba1285","aa",34,22,12,0
801,"ngb","nort2774","aa",31,19,12,0
802,"nnh","ngie1241","aa",28,17,7,4
803,"nwb","nyab1255","aa",44,24,16,4
804,"lns","lamn1239","aa",45,26,12,7
805,"yas","nugu1242","aa",26,15,7,4
806,"nup","nupe1254","aa",38,25,8,5
807,"mhi","madi1260","aa",38,24,10,4
808,"pbi","park1239","aa",35,31,4,0
809,"fuc","pula1263","aa",38,28,10,0
810,"fuf","pula1262","aa",38,28,10,0
811,"rel","rend1243","aa",33,21,10,2
812,"spy","saba1262","aa",31,13,18,0
813,"sag","sang1328","aa",44,26,12,6
814,"sag","sang1328","aa",42,26,12,4
815,"seq","sena1262","aa",51,19,28,4
816,"srr","sere1260","aa",43,33,10,0
817,"sld","siss1242","aa",51,22,27,2
818,"sld","siss1242","aa",42,24,18,0
819,"khq","koyr1240","aa",36,21,15,0
820,"snk","soni1259","aa",39,24,15,0
821,"snk","soni1259","aa",52,34,14,4
822,"sus","susu1250","aa",35,21,14,0
823,"swh","swah1253","aa",37,32,5,0
824,"ttq","tawa1286","aa",37,23,14,0
825,"taq","tama1365","aa",43,22,21,0
826,"yer","taro1263","aa",37,27,7,3
827,"lor","teen1242","aa",38,28,10,0
828,"tuq","teda1241","aa",35,24,11,0
829,"kdh","temm1241","aa",36,25,9,2
830,"tfi","tofi1235","aa",41,23,14,4
831,"tem","timn1235","aa",30,17,9,4
832,"tik","tika1246","aa",46,27,14,5
833,"toq","topo1242","aa",27,17,9,1
834,"neb","tour1242","aa",50,19,27,4
835,"tsp","nort2787","aa",35,16,14,5
836,"vag","vagl1239","aa",54,24,30,0
837,"vut","vute1244","aa",59,30,24,5
838,"wwa","waam1244","aa",41,13,25,3
839,"wan","wann1242","aa",36,21,12,3
840,"wob","weno1238","aa",48,15,27,6
841,"wol","nucl1347","aa",54,38,16,0
842,"yam","yamb1251","aa",38,26,8,4
843,"yat","yamb1252","aa",28,18,8,2
844,"yre","yaou1238","aa",45,23,18,4
845,"ybb","yemb1246","aa",35,21,8,6
846,"pil","yomm1242","aa",38,25,9,4
847,"yor","yoru1245","aa",31,19,12,0
848,"yor","yoru1245","aa",32,18,11,3
849,"zne","zand1248","aa",32,24,5,3
850,"dje","zarm1239","aa",40,20,16,4
851,"gnd","zulg1242","aa",34,29,2,3
852,"fwe","fwee1238","ph",60,50,10,0
853,"yey","yeyi1239","ph",90,77,13,0
854,"cav","cavi1250","ph",24,20,4,0
855,"ccc","cham1318","ph",29,19,10,0
856,"che","chec1245","ph",44,32,12,0
857,"cdm","chep1245","ph",24,18,6,0
858,"mhr","east2328","ph",27,19,8,0
859,"cle","leal1235","ph",35,28,7,0
860,"ctu","chol1282","ph",26,20,6,0
861,"crw","chra1242","ph",33,20,13,0
862,"boi","barb1263","ph",40,34,6,0
863,"crd","coeu1236","ph",48,40,8,0
864,"com","coma1245","ph",18,12,6,0
865,"cup","cupe1243","ph",38,27,11,0
866,"cuv","cuvo1236","ph",29,27,2,0
867,"anv","deny1238","ph",30,22,8,0
868,"kxl","nepa1253","ph",39,34,5,0
869,"aoj","mufi1238","ph",22,17,5,0
870,"usa","usar1243","ph",22,17,5,0
871,"kpr","kora1295","ph",24,19,5,0
872,"bjr","binu1245","ph",16,11,5,0
873,"ego","eggo1239","ph",42,30,7,5
874,"ekp","ekpe1253","ph",37,24,9,4
875,"enb","endo1242","ph",36,13,20,3
876,"ags","esim1238","ph",37,29,8,0
877,"fan","fang1246","ph",41,25,16,0
878,"fuu","furu1242","ph",41,31,10,0
879,"gbd","kara1476","ph",20,17,3,0
880,"gby","gbar1246","ph",31,24,7,0
881,"gvf","goli1247","ph",23,13,10,0
882,"gub","guaj1255","ph",21,14,7,0
883,"gup","gunw1252","ph",24,19,5,0
884,"hay","haya1250","ph",29,19,10,0
885,"wya","huro1249","ph",17,11,6,0
886,"hch","huic1243","ph",25,15,10,0
887,"qwh","huay1240","ph",30,20,10,0
888,"huv","sanm1287","ph",24,18,6,0
889,"qxw","jauj1238","ph",27,22,5,0
890,"lyn","luya1241","ph",22,17,5,0
891,"iby","iban1261","ph",38,25,10,3
892,"imn","imon1245","ph",23,13,10,0
893,"inh","ingu1240","ph",48,35,13,0
894,"ksi","kris1246","ph",18,9,5,4
895,"yal","yalu1240","ph",33,19,14,0
896,"izr","izer1241","ph",39,28,11,0
897,"jaa","jama1261","ph",15,11,4,0
898,"tow","jeme1245","ph",61,39,22,0
899,"mgi","liji1238","ph",48,29,16,3
900,"kab","kaby1243","ph",30,27,3,0
901,"gid","gida1247","ph",38,28,8,2
902,"kyz","kaya1329","ph",24,14,10,0
903,"kms","kama1367","ph",29,23,6,0
904,"kxo","kano1245","ph",26,12,14,0
905,"ndb","kens1251","ph",65,55,10,0
906,"xrb","east2398","ph",26,16,7,3
907,"kmv","kari1301","ph",32,22,10,0
908,"ken","keny1279","ph",41,21,20,0
909,"khr","khar1287","ph",47,37,10,0
910,"cog","chon1284","ph",40,21,19,0
911,"kin","kiny1244","ph",49,39,10,0
912,"okr","kiri1254","ph",36,24,10,2
913,"kkk","koko1269","ph",27,22,5,0
914,"kme","bako1250","ph",34,27,7,0
915,"kma","konn1242","ph",49,31,18,0
916,"kdt","kuay1244","ph",47,22,25,0
917,"kle","kulu1253","ph",43,22,21,0
918,"kto","kuot1243","ph",19,13,6,0
919,"kgg","kusu1250","ph",38,32,6,0
920,"kxv","kuvi1243","ph",37,22,15,0
921,"xwa","kwaz1243","ph",45,29,16,0
922,"lbj","lada1244","ph",38,33,5,0
923,"lag","lang1320","ph",52,32,20,0
924,"lao","laoo1244","ph",40,28,12,0
925,"lvk","lavu1241","ph",20,15,5,0
926,"bwt","bafa1247","ph",47,27,16,4
927,"lun","lund1266","ph",32,22,10,0
928,"lch","luch1239","ph",42,32,10,0
929,"bdu","orok1266","ph",29,22,7,0
930,"mkd","mace1250","ph",32,26,6,0
931,"mxu","mada1293","ph",40,22,13,5
932,"grg","madi1261","ph",54,45,9,0
933,"mva","mana1295","ph",18,13,5,0
934,"bce","bame1260","ph",50,39,11,0
935,"nmm","mana1288","ph",45,30,10,5
936,"nge","ngem1255","ph",40,29,9,2
937,"mec","mara1385","ph",24,19,5,0
938,"ayz","maib1239","ph",16,11,5,0
939,"gmm","gbay1281","ph",37,28,7,2
940,"byv","medu1238","ph",25,16,9,0
941,"xmf","ming1252","ph",35,30,5,0
942,"bfm","mmen1238","ph",41,27,9,5
943,"mwt","moke1242","ph",32,22,10,0
944,"cas","mose1249","ph",38,26,12,0
945,"mgg","mpon1254","ph",38,29,7,2
946,"mhk","mung1266","ph",33,21,9,3
947,"nmg","mvum1238","ph",55,47,8,0
948,"mlv","motl1237","ph",22,15,7,0
949,"nnm","nami1256","ph",15,9,6,0
950,"nml","ndem1249","ph",53,30,18,5
951,"apm","mesc1238","ph",51,31,16,4
952,"yum","quec1382","ph",38,28,10,0
953,"nnk","nank1250","ph",20,14,6,0
954,"niq","nand1266","ph",23,13,10,0
955,"kig","kima1246","ph",44,20,20,4
956,"mff","naki1238","ph",44,36,8,0
957,"ncl","mich1245","ph",25,20,5,0
958,"nag","naga1394","ph",47,26,21,0
959,"nsh","ngos1238","ph",34,26,6,2
960,"nig","ngal1293","ph",26,17,9,0
961,"nam","nang1259","ph",28,20,8,0
962,"igo","iseb1246","ph",23,9,14,0
963,"nla","ngom1271","ph",59,37,19,3
964,"nuk","nuuc1236","ph",47,37,10,0
965,"kxm","nort2684","ph",43,24,19,0
966,"pao","nort2954","ph",24,14,10,0
967,"kcn","nubi1253","ph",35,30,5,0
968,"nus","nuer1246","ph",48,20,28,0
969,"ekm","elip1238","ph",30,19,7,4
970,"nym","nyam1276","ph",53,36,14,3
971,"nyl","nyeu1238","ph",40,20,20,0
972,"ann","obol1243","ph",37,22,12,3
973,"mpt","mian1257","ph",25,13,8,4
974,"fai","faiw1243","ph",20,12,8,0
975,"oku","okuu1243","ph",29,18,7,4
976,"oss","osse1243","ph",39,30,9,0
977,"pau","pala1344","ph",22,10,12,0
978,"okv","orok1269","ph",17,12,5,0
979,"yll","yill1241","ph",23,12,11,0
980,"niz","ning1273","ph",21,14,7,0
981,"dob","dobu1241","ph",24,19,5,0
982,"smq","samo1303","ph",18,12,6,0
983,"uvh","urii1240","ph",24,16,8,0
984,"bzf","boik1241","ph",25,17,8,0
985,"prt","phai1238","ph",35,17,18,0
986,"mlf","mall1246","ph",41,17,22,2
987,"rma","rama1270","ph",28,19,9,0
988,"xmt","matb1237","ph",20,15,5,0
989,"run","rund1242","ph",29,22,5,2
990,"nyn","nyan1307","ph",28,20,8,0
991,"rwr","marw1260","ph",46,36,10,0
992,"ndi","samb1305","ph",34,22,9,3
993,"sbd","sout2844","ph",26,18,8,0
994,"sxm","samr1245","ph",41,20,21,0
995,"sae","saba1268","ph",18,13,5,0
996,"str","saan1246","ph",40,35,5,0
997,"sas","sasa1249","ph",30,19,11,0
998,"svr","sava1244","ph",30,19,11,0
999,"pos","sayu1241","ph",25,19,6,0
1000,"sey","seco1241","ph",18,12,6,0
1001,"trv","taro1264","ph",43,33,10,0
1002,"ssg","seim1238","ph",28,11,17,0
1003,"sza","seme1247","ph",51,33,18,0
1004,"ser","serr1255","ph",42,33,9,0
1005,"sbf","shab1252","ph",43,28,13,2
1006,"ywn","yawa1260","ph",18,14,4,0
1007,"kde","mako1251","ph",28,18,5,5
1008,"sna","shon1251","ph",42,37,5,0
1009,"bax","bamu1253","ph",38,28,10,0
1010,"sjr","siar1238","ph",22,15,7,0
1011,"skr","sera1259","ph",83,48,35,0
1012,"sjw","shaw1249","ph",19,13,6,0
1013,"skv","nucl1634","ph",23,13,7,3
1014,"thm","aheu1239","ph",72,22,50,0
1015,"erk","sout2856","ph",20,15,5,0
1016,"spo","spok1245","ph",43,38,5,0
1017,"sso","siss1243","ph",46,37,9,0
1018,"stw","sata1237","ph",42,29,13,0
1019,"ulw","ulwa1239","ph",28,22,6,0
1020,"jup","hupd1244","ph",29,20,9,0
1021,"zoh","chim1300","ph",26,20,6,0
1022,"ztp","loxi1235","ph",30,23,7,0
1023,"yuk","yuki1243","ph",30,24,6,0
1024,"yap","yape1248","ph",44,28,16,0
1025,"yur","yuro1248","ph",35,23,12,0
1026,"yuz","yura1255","ph",25,18,7,0
1027,"yux","sout2750","ph",33,21,12,0
1028,"wbm","nucl1290","ph",49,27,22,0
1029,"wms","wamb1259","ph",26,16,10,0
1030,"was","wash1253","ph",32,26,6,0
1031,"way","waya1269","ph",16,9,7,0
1032,"woc","woge1237","ph",20,15,5,0
1033,"var","huar1255","ph",26,12,14,0
1034,"vai","vaii1241","ph",43,28,11,4
1035,"ukr","ukra1253","ph",30,24,6,0
1036,"phl","phal1254","ph",40,30,10,0
1037,"mky","east2440","ph",24,19,5,0
1038,"tpi","tokp1240","ph",27,15,12,0
1039,"bjz","baru1269","ph",24,14,10,0
1040,"tav","tatu1247","ph",17,11,6,0
1041,"tgw","tagw1240","ph",45,23,22,0
1042,"mzn","maza1291","ph",29,22,7,0
1043,"blk","paok1235","ph",34,20,11,3
1044,"tft","tern1247","ph",25,20,5,0
1045,"tob","toba1269","ph",28,21,7,0
1046,"pol","poli1260","ph",37,31,6,0
1047,"cmn","mand1415","ph",49,24,21,4
1048,"ijn","kala1381","ph",43,22,18,3
1049,"ydd","east2295","ph",47,38,9,0
1050,"nld","dutc1256","ph",39,24,15,0
1051,"mla","malo1243","ph",21,16,5,0
1052,"gay","gayo1244","ph",27,19,8,0
1053,"jam","jama1262","ph",33,21,12,0
1054,"mcs","mamb1294","ph",54,26,24,4
1055,"arg","arag1245","ph",45,20,25,0
1056,"zts","tilq1235","ph",30,22,6,2
1057,"ibb","ibib1240","ph",32,17,13,2
1058,"tam","tami1289","ph",33,21,12,0
1059,"zpq","zoog1238","ph",65,28,32,5
1060,"bgo","baga1273","ph",25,17,8,0
1061,"nxl","sout2895","ph",17,12,5,0
1062,"slu","sela1259","ph",19,14,5,0
1063,"tvd","tsuv1239","ph",52,38,12,2
1064,"wos","hang1263","ph",23,16,7,0
1065,"blr","blan1242","ph",40,24,14,2
1066,"txx","tata1257","ph",21,17,4,0
1067,"bod","tibe1272","ph",34,24,8,2
1068,"ruk","chee1238","ph",57,30,24,3
1069,"tol","tolo1259","ph",31,26,5,0
1070,"pae","pagi1243","ph",51,42,7,2
1071,"cho","choc1276","ph",21,15,6,0
1072,"crg","mich1243","ph",41,25,16,0
1073,"plg","pila1245","ph",22,18,4,0
1074,"yuc","yuch1247","ph",49,38,11,0
1075,"bwi","bani1255","ph",37,25,12,0
1076,"ktn","kari1311","ph",25,11,14,0
1077,"esi","nort2943","ph",27,24,3,0
1078,"zab","sanj1284","ph",47,29,18,0
1079,"tzo","tzot1259","ph",26,21,5,0
1080,"sid","sida1246","ph",35,25,10,0
1081,"bdr","west2560","ph",23,17,6,0
1082,"cid","chim1301","ph",42,33,9,0
1083,"tee","hueh1236","ph",36,26,10,0
1084,"ute","utes1238","ph",37,19,18,0
1085,"duo","dupa1235","ph",20,15,5,0
1086,"ton","tong1325","ph",17,12,5,0
1087,"lmw","lake1258","ph",39,29,10,0
1088,"lzz","lazz1240","ph",32,27,5,0
1089,"jun","juan1238","ph",29,19,10,0
1090,"adn","adan1251","ph",40,18,22,0
1091,"ael","ambe1247","ph",51,38,10,3
1092,"apu","apur1254","ph",40,14,26,0
1093,"ace","achi1257","ph",55,21,34,0
1094,"aig","anti1245","ph",37,24,13,0
1095,"akl","akla1241","ph",20,17,3,0
1096,"arh","arhu1242","ph",32,16,16,0
1097,"arr","karo1306","ph",27,14,11,2
1098,"ayl","liby1240","ph",50,34,16,0
1099,"bbc","bata1289","ph",27,18,9,0
1100,"bci","baou1238","ph",23,16,7,0
1101,"bfw","bond1245","ph",27,21,6,0
1102,"biw","bike1242","ph",55,28,23,4
1103,"bla","siks1238","ph",25,13,12,0
1104,"bll","bilo1248","ph",20,12,8,0
1105,"bzj","beli1260","ph",35,22,13,0
1106,"cku","koas1236","ph",25,15,6,4
1107,"coo","como1259","ph",42,37,5,0
1108,"cso","soch1239","ph",39,18,14,7
1109,"diq","diml1238","ph",44,30,14,0
1110,"ets","yekh1238","ph",36,26,7,3
1111,"frr","nort2626","ph",42,23,19,0
1112,"gju","guja1253","ph",50,32,18,0
1113,"gvc","guan1269","ph",24,16,6,2
1114,"hum","hung1278","ph",33,20,10,3
1115,"hur","halk1245","ph",47,32,12,3
1116,"hus","huas1242","ph",36,26,10,0
1117,"ilo","ilok1237","ph",21,17,4,0
1118,"kbc","kadi1248","ph",31,23,8,0
1119,"kub","kute1248","ph",46,28,13,5
1120,"kwi","awac1239","ph",21,14,7,0
1121,"lis","lisu1250","ph",39,25,8,6
1122,"los","loni1238","ph",23,16,7,0
1123,"mbe","mola1238","ph",30,23,7,0
1124,"mcf","mats1244","ph",21,15,6,0
1125,"mni","mani1292","ph",33,25,6,2
1126,"mnk","mand1436","ph",34,19,10,5
1127,"moc","moco1246","ph",31,23,8,0
1128,"mam","mamm1241","ph",43,33,10,0
1129,"myu","mund1330","ph",39,17,20,2
1130,"ncg","nisg1240","ph",42,32,10,0
1131,"nds","nort2627","ph",37,23,14,0
1132,"pmq","nort2984","ph",54,40,12,2
1133,"par","pana1305","ph",36,23,13,0
1134,"pcm","nige1257","ph",32,23,7,2
1135,"pej","nort2966","ph",39,29,10,0
1136,"poq","texi1237","ph",29,19,10,0
1137,"kca","khan1273","ph",31,18,13,0
1138,"cat","stan1289","ph",39,23,16,0
1139,"hrv","croa1245","ph",36,25,11,0
1140,"ces","czec1258","ph",38,25,13,0
1141,"glg","gali1258","ph",28,21,7,0
1142,"kbp","kabi1261","ph",47,22,23,2
1143,"mnh","mono1270","ph",44,33,8,3
1144,"ind","indo1316","ph",31,22,9,0
1145,"ita","ital1282","ph",30,23,7,0
1146,"qxl","sala1272","ph",29,24,5,0
1147,"sei","seri1257","ph",25,17,8,0
1148,"snd","sind1272","ph",54,44,10,0
1149,"slv","slov1268","ph",37,21,16,0
1150,"swe","swed1254","ph",35,18,17,0
1151,"mky","east2440","ph",37,32,5,0
1152,"khc","tuka1248","ph",29,24,5,0
1153,"pib","yine1238","ph",26,16,10,0
1154,"quc","kich1262","ph",32,22,10,0
1155,"qvh","huam1248","ph",31,21,10,0
1156,"qum","sipa1247","ph",32,22,10,0
1157,"qug","chim1302","ph",36,31,5,0
1158,"tpt","tlac1235","ph",34,24,10,0
1159,"abt","ambu1247","ph",24,17,7,0
1160,"aau","abau1245","ph",14,9,5,0
1161,"ahg","qima1242","ph",39,28,7,4
1162,"ahk","akha1245","ph",44,28,13,3
1163,"aly","alya1239","ph",32,25,7,0
1164,"amn","aman1265","ph",19,14,5,0
1165,"anu","anua1242","ph",47,19,24,4
1166,"jbj","aran1237","ph",18,13,5,0
1167,"aon","bumb1241","ph",22,15,7,0
1168,"tcb","tana1290","ph",54,35,14,5
1169,"avt","auuu1241","ph",17,10,7,0
1170,"tpz","tinp1237","ph",26,12,14,0
1171,"pex","peta1245","ph",30,15,15,0
1172,"ptp","pate1247","ph",44,30,14,0
1173,"kcl","kela1255","ph",30,16,14,0
1174,"sgz","surs1246","ph",21,15,6,0
1175,"awx","awar1248","ph",25,19,6,0
1176,"azo","awin1248","ph",56,39,17,0
1177,"kmn","awtu1239","ph",18,11,7,0
1178,"bbw","baba1264","ph",30,23,7,0
1179,"bbk","baba1266","ph",33,26,7,0
1180,"bkh","bako1249","ph",33,26,7,0
1181,"muo","nyon1241","ph",42,23,14,5
