Inventory_ID,ISO639P3code,Glottocode,phonemes,consonants,vowels,tones
722,gej,genn1243,40,25,12,3
723,god,godi1239,42,26,13,3
724,gjn,gonj1241,39,23,14,2
725,gbo,nort2810,36,19,13,4
726,gde,gude1246,36,30,4,2
727,gux,gour1243,33,20,10,3
728,hag,hang1258,29,23,6,0
729,hau,haus1257,43,33,10,0
730,hau,haus1257,31,25,6,0
731,ife,ifee1241,34,19,12,3
732,ibo,nucl1417,36,28,8,0
733,ige,iged1239,38,24,10,4
734,ijs,sout2774,44,24,18,2
735,iqw,ikwo1238,40,29,9,2
736,izz,izii1239,51,40,9,2
737,dyo,jola1263,29,19,10,0
738,bex,jurm1239,49,31,18,0
739,kbp,kabi1261,47,24,23,0
740,kkj,kako1242,50,33,13,4
741,bqx,baan1242,56,28,27,1
742,knc,cent2050,25,18,7,0
743,kza,west2466,45,20,21,4
744,kzr,kara1478,40,30,6,4
745,xsm,kase1253,40,19,20,1
746,xsm,kase1253,45,21,20,4
747,ozm,koon1245,52,22,24,6
748,kik,kiku1240,32,18,14,0
749,kqs,nort2765,42,22,20,0
750,bkm,komc1235,75,59,9,7
751,kmw,komo1260,35,24,7,4
752,xon,konk1269,42,22,12,8
753,xpe,libe1247,45,21,21,3
754,gkp,guin1254,35,27,8,0
755,krs,gbay1288,56,41,10,5
756,kri,krio1253,32,22,10,0
757,ted,tepo1239,39,17,18,4
758,kuj,kuri1259,22,15,7,0
759,kus,kusa1250,44,22,22,0
760,las,lama1275,53,17,33,3
761,lln,lele1276,36,23,10,3
762,led,lend1245,55,43,8,4
763,lom,loma1260,42,28,14,0
764,lok,loko1255,25,18,7,0
765,lig,ligb1244,38,22,14,2
766,lia,west2450,24,17,7,0
767,lmp,limb1268,35,22,7,6
768,lin,ling1263,22,15,7,0
769,dop,lukp1238,37,17,20,0
770,lug,gand1255,33,19,10,4
771,lgg,lugb1240,39,26,10,3
772,lee,lyel1241,44,24,16,4
773,mcu,came1252,40,24,12,4
774,mzk,nige1255,43,25,16,2
775,maw,mamp1244,32,22,10,0
776,mlq,west2500,27,20,7,0
777,emk,east2426,36,20,14,2
778,mdj,mang1394,47,36,9,2
779,mwk,kita1249,33,19,14,0
780,muh,mund1326,41,29,9,3
781,mfn,cros1244,37,28,7,2
782,mbo,mboc1235,31,20,7,4
783,mcp,maka1304,55,30,21,4
784,men,mend1266,34,23,7,4
785,mgo,meta1238,33,20,8,5
786,myk,mama1271,50,29,19,2
787,mzw,degg1238,52,22,30,0
788,mif,mofu1248,44,35,7,2
789,mos,moss1236,43,17,24,2
790,moa,mwan1250,39,21,12,6
791,mnf,mund1327,41,23,14,4
792,mkw,kitu1245,22,17,5,0
793,mur,murl1244,34,20,14,0
794,sur,mwag1236,37,25,12,0
795,nfr,nafa1258,44,25,19,0
796,nmz,nawd1238,35,21,14,0
797,nuv,nort2784,54,21,30,3
798,lem,noma1260,30,14,14,2
799,sba,ngam1268,34,18,13,3
800,nga,ngba1285,34,22,12,0
801,ngb,nort2774,31,19,12,0
802,nnh,ngie1241,28,17,7,4
803,nwb,nyab1255,44,24,16,4
804,lns,lamn1239,45,26,12,7
805,yas,nugu1242,26,15,7,4
806,nup,nupe1254,38,25,8,5
807,mhi,madi1260,38,24,10,4
808,pbi,park1239,35,31,4,0
809,fuc,pula1263,38,28,10,0
810,fuf,pula1262,38,28,10,0
811,rel,rend1243,33,21,10,2
812,spy,saba1262,31,13,18,0
813,sag,sang1328,44,26,12,6
814,sag,sang1328,42,26,12,4
815,seq,sena1262,51,19,28,4
816,srr,sere1260,43,33,10,0
817,sld,siss1242,51,22,27,2
818,sld,siss1242,42,24,18,0
819,khq,koyr1240,36,21,15,0
820,snk,soni1259,39,24,15,0
821,snk,soni1259,52,34,14,4
822,sus,susu1250,35,21,14,0
823,swh,swah1253,37,32,5,0
824,ttq,tawa1286,37,23,14,0
825,taq,tama1365,43,22,21,0
826,yer,taro1263,37,27,7,3
827,lor,teen1242,38,28,10,0
828,tuq,teda1241,35,24,11,0
829,kdh,temm1241,36,25,9,2
830,tfi,tofi1235,41,23,14,4
831,tem,timn1235,30,17,9,4
832,tik,tika1246,46,27,14,5
833,toq,topo1242,27,17,9,1
834,neb,tour1242,50,19,27,4
835,tsp,nort2787,35,16,14,5
836,vag,vagl1239,54,24,30,0
837,vut,vute1244,59,30,24,5
838,wwa,waam1244,41,13,25,3
839,wan,wann1242,36,21,12,3
840,wob,weno1238,48,15,27,6
841,wol,nucl1347,54,38,16,0
842,yam,yamb1251,38,26,8,4
843,yat,yamb1252,28,18,8,2
844,yre,yaou1238,45,23,18,4
845,ybb,yemb1246,35,21,8,6
846,pil,yomm1242,38,25,9,4
847,yor,yoru1245,31,19,12,0
848,yor,yoru1245,32,18,11,3
849,zne,zand1248,32,24,5,3
850,dje,zarm1239,40,20,16,4
851,gnd,zulg1242,34,29,2,3
852,fwe,fwee1238,60,50,10,0
853,yey,yeyi1239,90,77,13,0
854,cav,cavi1250,24,20,4,0
855,ccc,cham1318,29,19,10,0
856,che,chec1245,44,32,12,0
857,cdm,chep1245,24,18,6,0
858,mhr,east2328,27,19,8,0
859,cle,leal1235,35,28,7,0
860,ctu,chol1282,26,20,6,0
861,crw,chra1242,33,20,13,0
862,boi,barb1263,40,34,6,0
863,crd,coeu1236,48,40,8,0
864,com,coma1245,18,12,6,0
865,cup,cupe1243,38,27,11,0
866,cuv,cuvo1236,29,27,2,0
867,anv,deny1238,30,22,8,0
868,kxl,nepa1253,39,34,5,0
869,aoj,mufi1238,22,17,5,0
870,usa,usar1243,22,17,5,0
871,kpr,kora1295,24,19,5,0
872,bjr,binu1245,16,11,5,0
873,ego,eggo1239,42,30,7,5
874,ekp,ekpe1253,37,24,9,4
875,enb,endo1242,36,13,20,3
876,ags,esim1238,37,29,8,0
877,fan,fang1246,41,25,16,0
878,fuu,furu1242,41,31,10,0
879,gbd,kara1476,20,17,3,0
880,gby,gbar1246,31,24,7,0
881,gvf,goli1247,23,13,10,0
882,gub,guaj1255,21,14,7,0
883,gup,gunw1252,24,19,5,0
884,hay,haya1250,29,19,10,0
885,wya,huro1249,17,11,6,0
886,hch,huic1243,25,15,10,0
887,qwh,huay1240,30,20,10,0
888,huv,sanm1287,24,18,6,0
889,qxw,jauj1238,27,22,5,0
890,lyn,luya1241,22,17,5,0
891,iby,iban1261,38,25,10,3
892,imn,imon1245,23,13,10,0
893,inh,ingu1240,48,35,13,0
894,ksi,kris1246,18,9,5,4
895,yal,yalu1240,33,19,14,0
896,izr,izer1241,39,28,11,0
897,jaa,jama1261,15,11,4,0
898,tow,jeme1245,61,39,22,0
899,mgi,liji1238,48,29,16,3
900,kab,kaby1243,30,27,3,0
901,gid,gida1247,38,28,8,2
902,kyz,kaya1329,24,14,10,0
903,kms,kama1367,29,23,6,0
904,kxo,kano1245,26,12,14,0
905,ndb,kens1251,65,55,10,0
906,xrb,east2398,26,16,7,3
907,kmv,kari1301,32,22,10,0
908,ken,keny1279,41,21,20,0
909,khr,khar1287,47,37,10,0
910,cog,chon1284,40,21,19,0
911,kin,kiny1244,49,39,10,0
912,okr,kiri1254,36,24,10,2
913,kkk,koko1269,27,22,5,0
914,kme,bako1250,34,27,7,0
915,kma,konn1242,49,31,18,0
916,kdt,kuay1244,47,22,25,0
917,kle,kulu1253,43,22,21,0
918,kto,kuot1243,19,13,6,0
919,kgg,kusu1250,38,32,6,0
920,kxv,kuvi1243,37,22,15,0
921,xwa,kwaz1243,45,29,16,0
922,lbj,lada1244,38,33,5,0
923,lag,lang1320,52,32,20,0
924,lao,laoo1244,40,28,12,0
925,lvk,lavu1241,20,15,5,0
926,bwt,bafa1247,47,27,16,4
927,lun,lund1266,32,22,10,0
928,lch,luch1239,42,32,10,0
929,bdu,orok1266,29,22,7,0
930,mkd,mace1250,32,26,6,0
931,mxu,mada1293,40,22,13,5
932,grg,madi1261,54,45,9,0
933,mva,mana1295,18,13,5,0
934,bce,bame1260,50,39,11,0
935,nmm,mana1288,45,30,10,5
936,nge,ngem1255,40,29,9,2
937,mec,mara1385,24,19,5,0
938,ayz,maib1239,16,11,5,0
939,gmm,gbay1281,37,28,7,2
940,byv,medu1238,25,16,9,0
941,xmf,ming1252,35,30,5,0
942,bfm,mmen1238,41,27,9,5
943,mwt,moke1242,32,22,10,0
944,cas,mose1249,38,26,12,0
945,mgg,mpon1254,38,29,7,2
946,mhk,mung1266,33,21,9,3
947,nmg,mvum1238,55,47,8,0
948,mlv,motl1237,22,15,7,0
949,nnm,nami1256,15,9,6,0
950,nml,ndem1249,53,30,18,5
951,apm,mesc1238,51,31,16,4
952,yum,quec1382,38,28,10,0
953,nnk,nank1250,20,14,6,0
954,niq,nand1266,23,13,10,0
955,kig,kima1246,44,20,20,4
956,mff,naki1238,44,36,8,0
957,ncl,mich1245,25,20,5,0
958,nag,naga1394,47,26,21,0
959,nsh,ngos1238,34,26,6,2
960,nig,ngal1293,26,17,9,0
961,nam,nang1259,28,20,8,0
962,igo,iseb1246,23,9,14,0
963,nla,ngom1271,59,37,19,3
964,nuk,nuuc1236,47,37,10,0
965,kxm,nort2684,43,24,19,0
966,pao,nort2954,24,14,10,0
967,kcn,nubi1253,35,30,5,0
968,nus,nuer1246,48,20,28,0
969,ekm,elip1238,30,19,7,4
970,nym,nyam1276,53,36,14,3
971,nyl,nyeu1238,40,20,20,0
972,ann,obol1243,37,22,12,3
973,mpt,mian1257,25,13,8,4
974,fai,faiw1243,20,12,8,0
975,oku,okuu1243,29,18,7,4
976,oss,osse1243,39,30,9,0
977,pau,pala1344,22,10,12,0
978,okv,orok1269,17,12,5,0
979,yll,yill1241,23,12,11,0
980,niz,ning1273,21,14,7,0
981,dob,dobu1241,24,19,5,0
982,smq,samo1303,18,12,6,0
983,uvh,urii1240,24,16,8,0
984,bzf,boik1241,25,17,8,0
985,prt,phai1238,35,17,18,0
986,mlf,mall1246,41,17,22,2
987,rma,rama1270,28,19,9,0
988,xmt,matb1237,20,15,5,0
989,run,rund1242,29,22,5,2
990,nyn,nyan1307,28,20,8,0
991,rwr,marw1260,46,36,10,0
992,ndi,samb1305,34,22,9,3
993,sbd,sout2844,26,18,8,0
994,sxm,samr1245,41,20,21,0
995,sae,saba1268,18,13,5,0
996,str,saan1246,40,35,5,0
997,sas,sasa1249,30,19,11,0
998,svr,sava1244,30,19,11,0
999,pos,sayu1241,25,19,6,0
1000,sey,seco1241,18,12,6,0
1001,trv,taro1264,43,33,10,0
1002,ssg,seim1238,28,11,17,0
1003,sza,seme1247,51,33,18,0
1004,ser,serr1255,42,33,9,0
1005,sbf,shab1252,43,28,13,2
1006,ywn,yawa1260,18,14,4,0
1007,kde,mako1251,28,18,5,5
1008,sna,shon1251,42,37,5,0
1009,bax,bamu1253,38,28,10,0
1010,sjr,siar1238,22,15,7,0
1011,skr,sera1259,83,48,35,0
1012,sjw,shaw1249,19,13,6,0
1013,skv,nucl1634,23,13,7,3
1014,thm,aheu1239,72,22,50,0
1015,erk,sout2856,20,15,5,0
1016,spo,spok1245,43,38,5,0
1017,sso,siss1243,46,37,9,0
1018,stw,sata1237,42,29,13,0
1019,ulw,ulwa1239,28,22,6,0
1020,jup,hupd1244,29,20,9,0
1021,zoh,chim1300,26,20,6,0
1022,ztp,loxi1235,30,23,7,0
1023,yuk,yuki1243,30,24,6,0
1024,yap,yape1248,44,28,16,0
1025,yur,yuro1248,35,23,12,0
1026,yuz,yura1255,25,18,7,0
1027,yux,sout2750,33,21,12,0
1028,wbm,nucl1290,49,27,22,0
1029,wms,wamb1259,26,16,10,0
1030,was,wash1253,32,26,6,0
1031,way,waya1269,16,9,7,0
1032,woc,woge1237,20,15,5,0
1033,var,huar1255,26,12,14,0
1034,vai,vaii1241,43,28,11,4
1035,ukr,ukra1253,30,24,6,0
1036,phl,phal1254,40,30,10,0
1037,mky,east2440,24,19,5,0
1038,tpi,tokp1240,27,15,12,0
1039,bjz,baru1269,24,14,10,0
1040,tav,tatu1247,17,11,6,0
1041,tgw,tagw1240,45,23,22,0
1042,mzn,maza1291,29,22,7,0
1043,blk,paok1235,34,20,11,3
1044,tft,tern1247,25,20,5,0
1045,tob,toba1269,28,21,7,0
1046,pol,poli1260,37,31,6,0
1047,cmn,mand1415,49,24,21,4
1048,ijn,kala1381,43,22,18,3
1049,ydd,east2295,47,38,9,0
1050,nld,dutc1256,39,24,15,0
1051,mla,malo1243,21,16,5,0
1052,gay,gayo1244,27,19,8,0
1053,jam,jama1262,33,21,12,0
1054,mcs,mamb1294,54,26,24,4
1055,arg,arag1245,45,20,25,0
1056,zts,tilq1235,30,22,6,2
1057,ibb,ibib1240,32,17,13,2
1058,tam,tami1289,33,21,12,0
1059,zpq,zoog1238,65,28,32,5
1060,bgo,baga1273,25,17,8,0
1061,nxl,sout2895,17,12,5,0
1062,slu,sela1259,19,14,5,0
1063,tvd,tsuv1239,52,38,12,2
1064,wos,hang1263,23,16,7,0
1065,blr,blan1242,40,24,14,2
1066,txx,tata1257,21,17,4,0
1067,bod,tibe1272,34,24,8,2
1068,ruk,chee1238,57,30,24,3
1069,tol,tolo1259,31,26,5,0
1070,pae,pagi1243,51,42,7,2
1071,cho,choc1276,21,15,6,0
1072,crg,mich1243,41,25,16,0
1073,plg,pila1245,22,18,4,0
1074,yuc,yuch1247,49,38,11,0
1075,bwi,bani1255,37,25,12,0
1076,ktn,kari1311,25,11,14,0
1077,esi,nort2943,27,24,3,0
1078,zab,sanj1284,47,29,18,0
1079,tzo,tzot1259,26,21,5,0
1080,sid,sida1246,35,25,10,0
1081,bdr,west2560,23,17,6,0
1082,cid,chim1301,42,33,9,0
1083,tee,hueh1236,36,26,10,0
1084,ute,utes1238,37,19,18,0
1085,duo,dupa1235,20,15,5,0
1086,ton,tong1325,17,12,5,0
1087,lmw,lake1258,39,29,10,0
1088,lzz,lazz1240,32,27,5,0
1089,jun,juan1238,29,19,10,0
1090,adn,adan1251,40,18,22,0
1091,ael,ambe1247,51,38,10,3
1092,apu,apur1254,40,14,26,0
1093,ace,achi1257,55,21,34,0
1094,aig,anti1245,37,24,13,0
1095,akl,akla1241,20,17,3,0
1096,arh,arhu1242,32,16,16,0
1097,arr,karo1306,27,14,11,2
1098,ayl,liby1240,50,34,16,0
1099,bbc,bata1289,27,18,9,0
1100,bci,baou1238,23,16,7,0
1101,bfw,bond1245,27,21,6,0
1102,biw,bike1242,55,28,23,4
1103,bla,siks1238,25,13,12,0
1104,bll,bilo1248,20,12,8,0
1105,bzj,beli1260,35,22,13,0
1106,cku,koas1236,25,15,6,4
1107,coo,como1259,42,37,5,0
1108,cso,soch1239,39,18,14,7
1109,diq,diml1238,44,30,14,0
1110,ets,yekh1238,36,26,7,3
1111,frr,nort2626,42,23,19,0
1112,gju,guja1253,50,32,18,0
1113,gvc,guan1269,24,16,6,2
1114,hum,hung1278,33,20,10,3
1115,hur,halk1245,47,32,12,3
1116,hus,huas1242,36,26,10,0
1117,ilo,ilok1237,21,17,4,0
1118,kbc,kadi1248,31,23,8,0
1119,kub,kute1248,46,28,13,5
1120,kwi,awac1239,21,14,7,0
1121,lis,lisu1250,39,25,8,6
1122,los,loni1238,23,16,7,0
1123,mbe,mola1238,30,23,7,0
1124,mcf,mats1244,21,15,6,0
1125,mni,mani1292,33,25,6,2
1126,mnk,mand1436,34,19,10,5
1127,moc,moco1246,31,23,8,0
1128,mam,mamm1241,43,33,10,0
1129,myu,mund1330,39,17,20,2
1130,ncg,nisg1240,42,32,10,0
1131,nds,nort2627,37,23,14,0
1132,pmq,nort2984,54,40,12,2
1133,par,pana1305,36,23,13,0
1134,pcm,nige1257,32,23,7,2
1135,pej,nort2966,39,29,10,0
1136,poq,texi1237,29,19,10,0
1137,kca,khan1273,31,18,13,0
1138,cat,stan1289,39,23,16,0
1139,hrv,croa1245,36,25,11,0
1140,ces,czec1258,38,25,13,0
1141,glg,gali1258,28,21,7,0
1142,kbp,kabi1261,47,22,23,2
1143,mnh,mono1270,44,33,8,3
1144,ind,indo1316,31,22,9,0
1145,ita,ital1282,30,23,7,0
1146,qxl,sala1272,29,24,5,0
1147,sei,seri1257,25,17,8,0
1148,snd,sind1272,54,44,10,0
1149,slv,slov1268,37,21,16,0
1150,swe,swed1254,35,18,17,0
1151,mky,east2440,37,32,5,0
1152,khc,tuka1248,29,24,5,0
1153,pib,yine1238,26,16,10,0
1154,quc,kich1262,32,22,10,0
1155,qvh,huam1248,31,21,10,0
1156,qum,sipa1247,32,22,10,0
1157,qug,chim1302,36,31,5,0
1158,tpt,tlac1235,34,24,10,0
1159,abt,ambu1247,24,17,7,0
1160,aau,abau1245,14,9,5,0
1161,ahg,qima1242,39,28,7,4
1162,ahk,akha1245,44,28,13,3
1163,aly,alya1239,32,25,7,0
1164,amn,aman1265,19,14,5,0
1165,anu,anua1242,47,19,24,4
1166,jbj,aran1237,18,13,5,0
1167,aon,bumb1241,22,15,7,0
1168,tcb,tana1290,54,35,14,5
1169,avt,auuu1241,17,10,7,0
1170,tpz,tinp1237,26,12,14,0
1171,pex,peta1245,30,15,15,0
1172,ptp,pate1247,44,30,14,0
1173,kcl,kela1255,30,16,14,0
1174,sgz,surs1246,21,15,6,0
1175,awx,awar1248,25,19,6,0
1176,azo,awin1248,56,39,17,0
1177,kmn,awtu1239,18,11,7,0
1178,bbw,baba1264,30,23,7,0
1179,bbk,baba1266,33,26,7,0
1180,bkh,bako1249,33,26,7,0
1181,muo,nyon1241,42,23,14,5
1182,bvm,bamu1256,32,23,9,0
1183,bgj,bang1356,40,27,9,4
1184,bnm,bata1285,31,20,8,3
1185,bch,bari1286,17,12,5,0
1186,bby,befa1241,59,43,14,2
1187,dbj,idaa1241,23,17,6,0
1188,bem,bemb1257,25,15,10,0
1189,brc,berb1259,26,20,6,0
1190,xub,bett1235,37,22,15,0
1191,bhw,biak1248,24,14,10,0
1192,nbj,bili1250,23,17,6,0
1193,bhg,bina1277,35,11,24,0
1194,bwq,sout2840,38,19,19,0
1195,bol,nucl1695,38,28,10,0
1196,bot,bong1285,29,18,11,0
1197,bwo,boro1277,25,16,6,3
1198,bkk,brok1247,41,31,10,0
1199,bsp,baga1272,26,18,8,0
1200,bbx,bubi1249,39,25,14,0
1201,bxk,buku1249,30,20,10,0
1202,sbs,subi1246,51,46,5,0
1203,ttl,tote1238,54,44,10,0
1204,bmo,bamb1265,57,34,18,5
1205,mrq,nort2845,22,12,10,0
1206,oon,onge1236,24,16,8,0
1207,plo,olut1240,32,20,12,0
1208,jya,jiar1240,57,49,8,0
1209,suq,suri1267,31,22,7,2
1210,blb,bilu1245,41,16,25,0
1211,hoa,hoav1238,21,16,5,0
1212,fil,fili1244,27,17,10,0
1213,nxg,ngad1261,27,21,6,0
1214,mnb,muna1247,33,28,5,0
1215,xxk,keoo1238,30,24,6,0
1216,thm,aheu1239,47,20,23,4
1217,skf,saki1248,35,15,20,0
1218,tiw,tiwi1244,18,14,4,0
1219,trw,torw1241,51,38,13,0
1220,tdh,thul1246,38,30,8,0
1221,tsj,tsha1245,37,32,5,0
1222,cof,colo1256,25,16,9,0
1223,tzj,tzut1248,35,25,10,0
1224,pww,pwon1235,52,23,24,5
1225,tyv,tuvi1240,37,21,16,0
1226,kfk,kinn1249,46,31,15,0
1227,wtm,mewa1250,50,30,20,0
1228,aty,anei1239,26,21,5,0
1229,atb,zaiw1241,32,21,8,3
1230,cic,chic1270,25,16,9,0
1231,fur,friu1240,39,25,14,0
1232,apj,jica1244,56,34,19,3
1233,ega,egaa1242,39,27,9,3
1234,fub,adam1253,36,27,9,0
1235,are,west2441,29,26,3,0
1236,xsu,sanu1240,24,11,13,0
1237,pav,wari1268,20,14,6,0
1238,cro,crow1244,23,10,10,3
1239,boi,barb1263,44,38,6,0
1240,lee,lyel1241,34,21,10,3
1241,fub,adam1253,47,37,10,0
1242,any,anyi1245,40,19,16,5
1243,any,anyi1245,36,17,14,5
1244,mtb,anyi1244,49,31,14,4
1245,aka,akan1250,60,28,30,2
1246,cko,anuf1239,59,45,12,2
1247,bvx,dibo1245,31,21,6,4
1248,bcw,bana1305,44,37,3,4
1249,bdh,baka1274,46,36,10,0
1250,aja,ajas1235,48,38,10,0
1251,bip,bila1255,33,19,9,5
1252,bqp,busa1253,31,16,12,3
1253,fub,adam1253,39,29,10,0
1254,fuv,nige1253,57,47,10,0
1255,her,here1253,26,19,5,2
1256,sef,ceba1235,38,22,13,3
1257,khq,koyr1240,43,23,14,6
1258,ksf,bafi1243,48,25,18,5
1259,lea,lega1249,38,18,14,6
1260,lmp,limb1268,52,37,15,0
1261,lmp,limb1268,41,23,18,0
1262,lmp,limb1268,33,23,10,0
1263,mye,myen1241,36,29,7,0
1264,bud,ntch1242,43,21,19,3
1265,tvu,tune1261,26,17,7,2
1266,mgw,matu1259,23,15,5,3
1267,yao,yaoo1241,29,18,7,4
1268,umb,umbu1257,30,20,10,0
1269,ndo,ndon1254,30,25,5,0
1270,mhw,mbuk1240,29,22,7,0
1271,diu,diri1252,28,23,5,0
1272,kwn,kwan1273,27,22,5,0
1273,snk,soni1259,50,28,15,7
1274,ses,koyr1242,37,23,14,0
1275,lln,lele1276,36,23,10,3
1276,kck,ikal1242,71,62,5,4
1277,lol,mong1338,56,45,7,4
1278,wok,long1387,31,20,7,4
1279,xwe,xwel1235,45,29,13,3
1280,xwl,west2456,45,29,13,3
1281,kqk,kota1272,45,29,13,3
1282,gbs,gbes1238,47,31,13,3
1283,jmc,mach1266,46,33,10,3
1284,mda,mada1282,41,23,13,5
1285,mfo,mbee1249,37,26,7,4
1286,nwe,ngwe1238,38,24,14,0
1287,jow,jowu1238,45,20,21,4
1288,yba,yala1263,38,28,7,3
1289,mgr,mamb1296,36,19,10,7
1290,kcv,kete1252,25,16,5,4
1291,kws,kwes1244,25,16,6,3
1292,snm,sout2828,59,47,9,3
1293,mgd,moru1253,38,26,9,3
1294,log,logo1259,39,27,9,3
1295,aft,afit1238,26,17,6,3
1296,avn,avat1244,50,28,18,4
1297,abn,abua1244,40,27,10,3
1298,any,anyi1245,39,21,14,4
1299,dgh,dghw1239,38,33,3,2
1300,afo,eloy1241,51,41,7,3
1301,fuv,nige1253,38,28,10,0
1302,acd,giky1238,51,29,22,0
1303,ayg,giny1241,53,31,22,0
1304,hbb,huba1236,31,24,5,2
1305,kwl,kofy1242,36,23,10,3
1306,kye,krac1238,44,17,24,3
1307,krm,krim1238,38,22,16,0
1308,bbp,west2458,46,31,10,5
1309,dib,sout2833,60,20,37,3
1310,fod,food1238,44,23,18,3
1311,csk,jola1262,51,31,20,0
1312,jum,jumj1238,39,20,16,3
1313,bdi,buru1301,38,19,16,3
1314,lul,olub1238,46,34,9,3
1315,ymm,maay1238,32,22,10,0
1316,mfz,maba1273,45,19,22,4
1317,sgi,suga1248,90,58,23,9
1318,cce,copi1238,68,61,5,2
1319,xho,xhos1239,84,75,7,2
1320,akp,siwu1238,37,20,14,3
1321,bun,sher1258,31,24,7,0
1322,buy,mman1238,36,22,14,0
1323,cpn,cher1271,38,26,10,2
1324,fap,palo1243,43,26,17,0
1325,gur,fraf1238,30,20,8,2
1326,lip,sekp1241,33,21,9,3
1327,maw,mamp1244,36,24,10,2
1328,toi,tong1318,41,33,5,3
1329,pbp,bady1239,43,25,18,0
1330,snw,sele1249,33,18,12,3
1331,tiv,tivv1240,40,31,6,3
1332,byn,bili1260,38,31,7,0
1333,xan,xamt1239,30,23,7,0
1334,lik,lika1243,45,33,9,3
1335,yns,yans1239,42,17,22,3
1336,buu,budu1250,43,31,9,3
1337,khy,kele1255,30,21,7,2
1338,lej,leng1258,32,24,5,3
1339,kbo,keli1248,45,36,6,3
1340,won,wong1247,24,15,7,2
1341,wlc,mwal1237,24,19,5,0
1342,aar,afar1241,27,17,10,0
1343,mua,mund1325,67,37,27,3
1344,mru,mono1269,62,35,24,3
1345,tui,tupu1244,56,28,24,4
1346,xuo,kuoo1238,56,29,24,3
1347,kbn,kare1338,57,30,24,3
1348,gke,ndai1238,57,32,22,3
1349,myf,bamb1262,36,23,10,3
1350,tir,tigr1271,39,32,7,0
1351,kdj,kara1483,66,21,39,6
1352,gwn,gwan1268,46,28,10,8
1353,gwn,gwan1268,52,32,12,8
1354,gwn,gwan1268,48,28,12,8
1355,gwn,gwan1268,64,35,21,8
1356,gwn,gwan1268,48,28,12,8
1357,gwn,gwan1268,65,43,14,8
1358,avi,avik1243,34,25,6,3
1359,shk,shil1265,54,25,26,3
1360,hgm,haio1238,29,24,5,0
1361,pip,pero1241,30,18,10,2
1362,gax,bora1271,36,26,10,0
1363,hdy,hadi1240,56,46,10,0
1364,wal,wola1242,48,38,10,0
1365,njx,kuny1238,55,44,7,4
1366,lot,otuh1238,56,33,20,3
1367,myx,masa1299,63,51,12,0
1368,hig,kamw1239,35,26,7,2
1369,mzj,many1261,27,18,7,2
1370,say,saya1246,54,39,12,3
1371,nzb,njeb1242,34,24,8,2
1372,dsq,tada1238,70,59,11,0
1373,ktb,kamb1316,59,49,10,0
1374,otr,otor1240,44,30,14,0
1375,tic,tira1254,42,26,16,0
1376,nmi,nyam1285,56,39,14,3
1377,fli,fali1285,50,38,7,5
1378,mcw,mawa1270,33,24,6,3
1379,nmn,huaa1248,161,130,28,3
1380,kib,koal1240,45,29,16,0
1381,kki,kagu1239,31,26,5,0
1382,oks,okoo1245,30,18,7,5
1383,knw,kung1261,120,95,21,4
1384,bbj,ghom1247,59,36,18,5
1385,afn,defa1248,42,18,19,5
1386,tkq,teee1242,38,23,12,3
1387,sgc,kips1239,37,14,19,4
1388,pbr,pang1287,35,23,12,0
1389,hoo,holo1240,26,17,7,2
1390,bwu,buli1254,46,23,13,10
1391,bjt,bala1302,50,33,14,3
1392,now,nyam1277,33,20,10,3
1393,daf,dann1241,92,44,40,8
1394,pko,poko1263,39,17,19,3
1395,afr,afri1274,39,16,23,0
1396,agj,argo1244,38,30,8,0
1397,har,hara1271,34,25,9,0
1398,din,dink1262,49,20,26,3
1399,nzi,nzim1238,40,24,14,2
1400,aha,ahan1243,40,24,14,2
1401,hna,besl1239,50,39,9,2
1402,bhs,buwa1243,43,38,2,3
1403,xed,hdii1240,41,37,4,0
1404,hia,lama1288,41,37,4,0
1405,ikw,ikwe1242,46,23,18,5
1406,kot,lagw1237,41,34,5,2
1407,gmm,gbay1281,38,28,7,3
1408,mqb,mbuk1243,45,34,8,3
1409,mlw,molo1266,47,31,10,6
1410,muy,muya1243,46,27,14,5
1411,jgo,ngom1272,27,19,6,2
1412,dmo,keme1240,34,20,8,6
1413,ntm,nate1242,40,13,24,3
1414,stv,silt1240,56,46,10,0
1415,weh,wehh1238,47,37,7,3
1416,tey,tuli1249,59,37,19,3
1417,kec,keig1242,59,37,20,2
1418,kgo,kron1241,62,40,20,2
1419,kcp,kang1288,76,54,20,2
1420,kcp,kang1288,75,53,20,2
1421,xtc,katc1249,62,39,20,3
1422,xtc,katc1249,63,41,20,2
1423,xtc,katc1249,61,39,20,2
1424,mgc,moro1284,54,42,10,2
1425,luc,arin1244,49,35,9,5
1426,keg,tese1238,47,24,18,5
1427,lmd,lumu1239,35,17,16,2
1428,acz,ache1245,38,18,20,0
1429,taz,toch1257,27,15,10,2
1430,dec,dagi1241,26,16,10,0
1431,did,didi1258,58,36,18,4
1432,lwo,luwo1239,32,19,10,3
1433,ach,acol1236,29,17,9,3
1434,bxb,bela1256,38,25,10,3
1435,bvi,bela1255,43,28,10,5
1436,ndz,ndog1248,38,29,5,4
1437,bde,bade1248,46,33,9,4
1438,fpe,fern1234,30,21,7,2
1439,jit,jita1239,29,17,10,2
1440,dim,dime1235,73,53,18,2
1441,lto,tsot1241,31,19,10,2
1442,djm,jams1239,60,37,21,2
1443,kam,kamb1297,31,13,14,4
