"Inventory_ID","ISO639P3code","Glottocode","phonemes","consonants","vowels","tones","LanguageName","level","macroarea","latitude","longitude","Genus","family_id","FamilyName"
173,"pst","cent1973",38,31,7,0,"Central Pashto","language","Eurasia",31.9153,69.4529,"Iranian","indo1319","Indo-European"
174,"kas","kash1277",56,27,29,0,"Kashmiri","language","Eurasia",34.166825,74.330455,"Indic","indo1319","Indo-European"
175,"pan","panj1256",73,50,20,3,"Eastern Panjabi","language","Eurasia",30.0368,75.6702,"Indic","indo1319","Indo-European"
176,"hin","hind1269",94,71,23,0,"Hindi","language","Eurasia",25,77,"Indic","indo1319","Indo-European"
177,"ben","beng1280",53,36,17,0,"Bengali","language","Eurasia",24,90,"Indic","indo1319","Indo-European"
178,"sin","sinh1246",53,37,16,0,"Sinhala","language","Eurasia",8,81,"Indic","indo1319","Indo-European"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"Basque","basq1248","Basque"
179,"eus","basq1248",28,23,5,0,"Basque","language","Eurasia",43.2787,-1.31622,"","basq1248","Basque"
180,"fin","finn1318",42,25,17,0,"Finnish","language","Eurasia",64.7628,25.5577,"Finnic","ural1272","Uralic"
181,"mhr","east2328",34,25,9,0,"Eastern Mari","language","Eurasia",55.8307,48.405,"Mari","ural1272","Uralic"
182,"kpv","komi1268",36,29,7,0,"Komi-Zyrian","language","Eurasia",64.0527,54.946,"Permic","ural1272","Uralic"
182,"kpv","komi1268",36,29,7,0,"Komi-Zyrian","language","Eurasia",64.0527,54.946,"Permic","ural1272","Uralic"
183,"hun","hung1274",65,50,15,0,"Hungarian","language","Eurasia",46.9068585714,19.6555271429,"Ugric","ural1272","Uralic"
184,"kca","khan1273",32,19,13,0,"Kazym-Berezover-Suryskarer Khanty","language","Eurasia",62.4308,66.1218,"Ugric","ural1272","Uralic"
185,"yrk","nene1249",34,26,8,0,"Tundra Nenets","language","Eurasia",66.1775,71.0234,"Samoyedic","ural1272","Uralic"
185,"yrk","nene1249",34,26,8,0,"Tundra Nenets","language","Eurasia",66.1775,71.0234,"Samoyedic","ural1272","Uralic"
186,"tur","nucl1301",40,24,16,0,"Turkish","language","Eurasia",39.8667,32.8667,"Turkic","turk1311","Turkic"
187,"azj","nort2697",34,25,9,0,"North Azerbaijani","language","Eurasia",40.9777,46.4737,NA,"turk1311","Turkic"
188,"kir","kirg1245",36,20,16,0,"Kirghiz","language","Eurasia",42,74,"Turkic","turk1311","Turkic"
188,"kir","kirg1245",36,20,16,0,"Kirghiz","language","Eurasia",42,74,"Turkic","turk1311","Turkic"
189,"chv","chuv1255",39,30,9,0,"Chuvash","language","Eurasia",55.487,47.163,"Turkic","turk1311","Turkic"
190,"sah","yaku1245",49,33,16,0,"Sakha","language","Eurasia",61.6974,133.98,"Turkic","turk1311","Turkic"
191,"khk","halh1238",35,21,14,0,"Halh Mongolian","language","Eurasia",48.324,106.289,"Mongolic","mong1349","Mongolic-Khitan"
192,"eve","even1260",36,18,18,0,"Even","language","Eurasia",70.6687,130.914,"Tungusic","tung1282","Tungusic"
193,"ykg","nort2745",32,20,12,0,"Northern Yukaghir","language","Eurasia",70.498,157.853,"Yukaghir","yuka1259","Yukaghir"
194,"niv","gily1242",44,34,10,0,"Amur Nivkh","language","Eurasia",52.59,140.681,"","nivk1234","Nivkh"
194,"niv","gily1242",44,34,10,0,"Amur Nivkh","language","Eurasia",52.59,140.681,"Nivkh","nivk1234","Nivkh"
195,"ckt","chuk1273",22,15,7,0,"Chukchi","language","Eurasia",68.6436,170.045,"Northern Chukotko-Kamchatkan","chuk1271","Chukotko-Kamchatkan"
196,"ain","ainu1240",17,12,5,0,"Hokkaido Ainu","language","Eurasia",43.633654,142.46167,"","ainu1252","Ainu"
197,"jpn","nucl1643",40,27,11,2,"Japanese","language","Eurasia",35,135,"","japo1237","Japonic"
198,"aal","afad1236",36,27,9,NA,"Afade","language","Africa",12.0551,14.6343,"Biu-Mandara","afro1255","Afro-Asiatic"
199,"acv","achu1247",23,17,6,NA,"Achumawi","language","North America",41.0979,-121.191,"Palaihnihan","pala1350","Palaihnihan"
200,"adz","adze1240",25,18,7,NA,"Adzera","language","Papunesia",-6.39394,146.294,"Oceanic","aust1307","Austronesian"
201,"aer","east2379",30,27,3,NA,"Eastern Arrernte","language","Australia",-23.3583,135.046,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
202,"aey","amel1241",20,15,5,NA,"Amele","language","Papunesia",-5.29126,145.687,"Madang","nucl1709","Nuclear Trans New Guinea"
203,"agm","anga1290",21,12,9,NA,"Angaataha","language","Papunesia",-7.15012,146.352,"Angan","anga1289","Angan"
204,"agq","aghe1239",35,25,10,NA,"Aghem","language","Africa",6.38956,10.0807,"Bantoid","atla1278","Atlantic-Congo"
205,"ahp","apro1235",33,24,9,NA,"Aproumu Aizi","language","Africa",5.20273,-4.52192,"Kru","atla1278","Atlantic-Congo"
206,"aht","ahte1237",35,30,5,NA,"Ahtena","language","North America",61.7068,-144.889,"Athapaskan","atha1245","Athabaskan-Eyak-Tlingit"
207,"ain","ainu1240",16,11,5,NA,"Hokkaido Ainu","language","Eurasia",43.633654,142.46167,"","ainu1252","Ainu"
208,"aka","akan1250",35,21,14,NA,"Akan","language","Africa",6.34756,-1.33254,"Kwa","atla1278","Atlantic-Congo"
209,"ake","akaw1239",23,13,10,NA,"Akawaio","language","South America",6.16277,-60.862,"Cariban","cari1283","Cariban"
210,"akz","alab1237",17,14,3,NA,"Alabama","language","North America",30.76738,-94.62848,"Muskogean","musk1252","Muskogean"
211,"alc","qawa1238",19,16,3,NA,"Qawasqar","language","South America",-49.303195,-74.707536,"Alacalufan","kawe1237","Kawesqar"
212,"ald","alla1248",36,25,11,NA,"Alladian","language","Africa",5.22371,-4.42647,"Kwa","atla1278","Atlantic-Congo"
213,"ale","aleu1260",27,24,3,NA,"Aleut","language","North America",52.1228,-174.29,"Aleut","eski1264","Eskimo-Aleut"
213,"ale","aleu1260",27,24,3,NA,"Aleut","language","North America",52.1228,-174.29,"Aleut","eski1264","Eskimo-Aleut"
214,"alh","alaw1244",26,22,4,NA,"Alawa","language","Australia",-15.5458,134.282,"Alawa","mang1423","Mangarrayi-Maran"
215,"als","tosk1239",35,28,7,NA,"Northern Tosk Albanian","language","Eurasia",41,20,NA,"indo1319","Indo-European"
216,"amc","amah1246",22,14,8,NA,"Amahuaca","language","South America",-10.2012,-72.3208,"Panoan","pano1259","Pano-Tacanan"
217,"ame","yane1238",26,23,3,NA,"Yanesha'","language","South America",-10.5454,-75.315,"Yanesha'","araw1281","Arawakan"
218,"amf","hame1242",35,25,10,NA,"Hamer-Banna","language","Africa",5.06515,36.5176,"South Omotic","sout2845","South Omotic"
219,"amh","amha1245",37,30,7,NA,"Amharic","language","Africa",11.708182,39.543456,"Semitic","afro1255","Afro-Asiatic"
220,"amo","amoo1242",35,25,10,NA,"Amo","language","Africa",10.3229,8.65405,"Kainji","atla1278","Atlantic-Congo"
221,"amp","alam1246",25,18,7,NA,"Alamblak","language","Papunesia",-4.66307,143.316,"Sepik Hill","sepi1257","Sepik"
222,"amu","guer1243",37,25,12,NA,"Guerrero Amuzgo","language","North America",16.77226,-98.18953,"Amuzgoan","otom1299","Otomanguean"
223,"anc","ngas1240",43,32,11,NA,"Ngas","language","Africa",9.32042,9.46146,"West Chadic","afro1255","Afro-Asiatic"
224,"ano","ando1256",26,11,15,NA,"Andoque","language","South America",-0.53751,-72.0869,"","ando1256","Andoque"
225,"ant","anta1253",20,17,3,NA,"Antakarinya","language","Australia",-27.1152,134.838,NA,"pama1250","Pama-Nyungan"
226,"apn","apin1244",30,13,17,NA,"Apinayé","language","South America",-6.10774,-47.6315,"Ge-Kaingang","nucl1710","Nuclear-Macro-Je"
227,"apq","apuc1241",24,16,8,NA,"Apucikwar","language","Eurasia",12.241,92.7965,"Great Andamanese","grea1241","Great Andamanese"
227,"apq","apuc1241",24,16,8,NA,"Apucikwar","language","Eurasia",12.241,92.7965,"","grea1241","Great Andamanese"
228,"aqc","arch1244",91,81,10,NA,"Archi","language","Eurasia",42.3239,46.8267,"Lezgic","nakh1245","Nakh-Daghestanian"
229,"arl","arab1268",18,11,7,NA,"Arabela","language","South America",-1.96126,-75.0612,"Zaparoan","zapa1251","Zaparoan"
230,"arn","mapu1245",26,20,6,NA,"Mapudungun","language","South America",-38.7392,-71.277,"Araucanian","arau1255","Araucanian"
231,"arz","egyp1253",35,27,8,NA,"Egyptian Arabic","language","Africa",31,31,"Semitic","afro1255","Afro-Asiatic"
232,"auc","waor1240",21,11,10,NA,"Waorani","language","South America",-1.12312,-76.683,"","waor1240","Waorani"
233,"ava","avar1256",49,44,5,NA,"Avar","language","Eurasia",41.7047,46.558,"Avar-Andic-Tsezic","nakh1245","Nakh-Daghestanian"
234,"awn","awng1244",35,28,7,NA,"Awngi","language","Africa",10.9819,36.6916,"Central Cushitic","afro1255","Afro-Asiatic"
235,"axb","abip1241",20,15,5,NA,"Abipon","language","South America",-29,-61,"South Guaicuruan","guai1249","Guaicuruan"
236,"azj","nort2697",33,24,9,NA,"North Azerbaijani","language","Eurasia",40.9777,46.4737,NA,"turk1311","Turkic"
237,"bak","bash1264",38,27,11,NA,"Bashkir","language","Eurasia",53.5967,56.5594,"Turkic","turk1311","Turkic"
238,"bam","bamb1269",35,21,14,NA,"Bambara","language","Africa",12.9,-7.65,"Western Mande","mand1469","Mande"
239,"bao","waim1255",23,11,12,NA,"Waimaha","language","South America",0.30416,-70.1644,"Tucanoan","tuca1253","Tucanoan"
240,"bba","baat1238",30,18,12,NA,"Baatonum","language","Africa",9.63186,2.99607,"Southern-Central Gur","atla1278","Atlantic-Congo"
241,"bbc","bata1289",21,16,5,NA,"Batak Toba","language","Papunesia",2.35498,99.1761,"Northwest Sumatra-Barrier Islands","aust1307","Austronesian"
242,"bbl","bats1242",45,35,10,NA,"Bats","language","Eurasia",42.1806,45.344,"Nakh","nakh1245","Nakh-Daghestanian"
243,"bbo","nort2819",33,21,12,NA,"Northern Bobo Madaré","language","Africa",12.4182,-4.47538,"Western Mande","mand1469","Mande"
244,"bca","cent2004",29,18,11,NA,"Central Bai","language","Eurasia",26.1666,99.7052,"Bai","sino1245","Sino-Tibetan"
245,"bcj","bard1255",24,17,7,NA,"Bardi","language","Australia",-16.6274,122.906,"Nyulnyulan","nyul1248","Nyulnyulan"
246,"bcs","kohu1244",38,28,10,NA,"Kohumono","language","Africa",5.92596,7.96202,"Cross River","atla1278","Atlantic-Congo"
247,"bdl","indo1317",32,26,6,NA,"Indonesian Bajau","language","Papunesia",-3.68664,122.253,"Sama-Bajaw","aust1307","Austronesian"
248,"xjb","twee1234",16,12,4,NA,"Tweed-Albert","language","Australia",-28.028726,153.286993,NA,"pama1250","Pama-Nyungan"
249,"bej","beja1238",26,21,5,NA,"Beja","language","Africa",17.2436,36.6666,"Beja","afro1255","Afro-Asiatic"
250,"ben","beng1280",43,29,14,NA,"Bengali","language","Eurasia",24,90,"Indic","indo1319","Indo-European"
251,"beq","beem1239",26,16,10,NA,"Beembe","language","Africa",-3.95895,14.1,"Bantoid","atla1278","Atlantic-Congo"
252,"bev","dalo1238",37,24,13,NA,"Daloa Bété","language","Africa",6.69281,-6.63944,"Kru","atla1278","Atlantic-Congo"
253,"bib","biss1248",24,18,6,NA,"Bissa","language","Africa",10.4257,-1.67332,"Eastern Mande","mand1469","Mande"
254,"bkq","baka1277",29,17,12,NA,"Bakairí","language","South America",-14.2628,-54.7034,"Cariban","cari1283","Cariban"
255,"blc","bell1243",31,28,3,NA,"Bella Coola","language","North America",52.3448,-126.689,"Bella Coola","sali1255","Salishan"
256,"bmr","muin1242",28,22,6,NA,"Muinane","language","South America",-0.8652,-72.4249,"Boran","bora1262","Boran"
257,"bom","bero1242",29,22,7,NA,"Berom","language","Africa",9.67037,8.81221,"Platoid","atla1278","Atlantic-Congo"
258,"bor","boro1282",20,13,7,NA,"Bororo","language","South America",-16.6029,-55.2004,"Bororoan","boro1281","Bororoan"
259,"brb","lave1249",31,22,9,NA,"Brao","language","Eurasia",14.5994,107.008,"Bahnaric","aust1305","Austroasiatic"
260,"bre","bret1244",45,25,20,NA,"Breton","language","Eurasia",48.2452,-3.78934,"Celtic","indo1319","Indo-European"
261,"brh","brah1256",33,24,9,NA,"Brahui","language","Eurasia",29.04,66.56,"Northern Dravidian","drav1251","Dravidian"
262,"brv","west2397",42,20,22,NA,"Western Bru","language","Eurasia",16.4906,104.754,"Katuic","aust1305","Austroasiatic"
263,"brx","bodo1269",21,15,6,NA,"Bodo-Mech","language","Eurasia",26.1,92,"Bodo-Garo","sino1245","Sino-Tibetan"
264,"bsk","buru1296",43,38,5,NA,"Burushaski","language","Eurasia",36.2161,74.8236,"","buru1296","Burushaski"
265,"bul","bulg1262",42,36,6,NA,"Bulgarian","language","Eurasia",43.3646,25.047,"Slavic","indo1319","Indo-European"
266,"bvr","bura1267",21,16,5,NA,"Burarra","language","Australia",-12.3061,134.365,"Burarran","mani1293","Maningrida"
267,"byx","qaqe1238",22,14,8,NA,"Qaqet","language","Papunesia",-4.45258,151.702,"Baining","bain1263","Baining"
268,"bzd","brib1243",27,18,9,NA,"Bribri","language","North America",9.39794,-83.0539,"Talamanca","chib1249","Chibchan"
269,"cad","cadd1256",23,20,3,NA,"Caddo","language","North America",33.33,-93.5,"Caddoan","cadd1255","Caddoan"
270,"cag","niva1238",28,22,6,NA,"Nivaclé","language","South America",-22.8557,-61.7606,"Matacoan","mata1289","Matacoan"
271,"caq","carn1240",25,16,9,NA,"Car Nicobarese","language","Eurasia",9.18853,92.7671,"Nicobarese","aust1305","Austroasiatic"
272,"car","gali1262",22,16,6,NA,"Galibi Carib","language","South America",5.83772,-56.8323,"Cariban","cari1283","Cariban"
273,"cbi","chac1249",28,24,4,NA,"Cha'palaa","language","South America",0.71489,-79.0508,"Barbacoan","barb1265","Barbacoan"
274,"cbn","nyah1250",50,26,24,NA,"Nyahkur","language","Eurasia",15.8909,101.515,"Monic","aust1305","Austroasiatic"
275,"cbv","cacu1241",22,12,10,NA,"Kakua","language","South America",0.88778,-69.5659,"Cacua-Nukak","kaku1242","Kakua-Nukak"
276,"cdo","mind1253",21,14,7,NA,"Min Dong Chinese","language","Eurasia",26,119.5,"Chinese","sino1245","Sino-Tibetan"
277,"cha","cham1312",26,20,6,NA,"Chamorro","language","Papunesia",13.438011,144.74474,"Chamorro","aust1307","Austronesian"
278,"chp","chip1261",52,38,14,NA,"Chipewyan","language","North America",58.98,-104.44,"Athapaskan","atha1245","Athabaskan-Eyak-Tlingit"
279,"chq","quio1240",41,26,15,NA,"Quiotepec Chinantec","language","North America",17.5621,-96.602,"Chinantecan","otom1299","Otomanguean"
280,"chr","cher1273",17,11,6,NA,"Cherokee","language","North America",35.4664,-83.163,"Southern Iroquoian","iroq1247","Iroquoian"
281,"chv","chuv1255",30,21,9,NA,"Chuvash","language","Eurasia",55.487,47.163,"Turkic","turk1311","Turkic"
282,"cja","west2650",32,21,11,NA,"Western Cham","language","Eurasia",12.4771,104.026,"Malayo-Sumbawan","aust1307","Austronesian"
283,"cjh","uppe1439",34,30,4,NA,"Upper Chehalis","language","North America",46.7981,-123.169,"Tsamosan","sali1255","Salishan"
284,"cjv","chua1250",17,12,5,NA,"Chuave","language","Papunesia",-6.17824,145.139,"Chimbu","nucl1709","Nuclear Trans New Guinea"
285,"ckt","chuk1273",22,15,7,NA,"Chukchi","language","Eurasia",68.6436,170.045,"Northern Chukotko-Kamchatkan","chuk1271","Chukotko-Kamchatkan"
286,"cmn","mand1415",32,25,7,NA,"Mandarin Chinese","language","Eurasia",40.0209,116.228,"Chinese","sino1245","Sino-Tibetan"
286,"cmn","mand1415",32,25,7,NA,"Mandarin Chinese","language","Eurasia",40.0209,116.228,"Chinese","sino1245","Sino-Tibetan"
287,"cnh","haka1240",52,45,7,NA,"Haka Chin","language","Eurasia",22.8735,92.8208,"Kuki-Chin","sino1245","Sino-Tibetan"
288,"cni","asha1243",19,15,4,NA,"Asháninka","language","South America",-11.9311,-73.9073,NA,"araw1281","Arawakan"
289,"con","cofa1242",35,30,5,NA,"Cofán","language","South America",0.276675,-77.0643,"","cofa1242","Cofán"
290,"cou","wame1240",46,39,7,NA,"Wamey","language","Africa",12.5421,-13.177,"Tenda","atla1278","Atlantic-Congo"
291,"cqd","chua1256",56,46,10,NA,"Chuanqiandian Cluster Miao","language","Eurasia",22.5638,101.95,NA,"book1242","Bookkeeping"
292,"crb","isla1278",27,16,11,NA,"Island Carib","language","North America",15.364795,-61.342957,NA,"araw1281","Arawakan"
293,"ctd","tedi1235",26,21,5,NA,"Tedim Chin","language","Eurasia",23.6079,93.519,"Kuki-Chin","sino1245","Sino-Tibetan"
294,"ctp","west2644",25,16,9,NA,"Western Highland Chatino","language","North America",16.2495,-97.3244,"Zapotecan","otom1299","Otomanguean"
294,"ctp","west2644",25,16,9,NA,"Western Highland Chatino","language","North America",16.2495,-97.3244,"Zapotecan","otom1299","Otomanguean"
295,"cub","cube1242",23,11,12,NA,"Cubeo","language","South America",1.32382,-70.1939,"Tucanoan","tuca1253","Tucanoan"
296,"cyb","cayu1262",33,17,16,NA,"Cayubaba","language","South America",-13.2482,-65.4822,"","cayu1262","Cayubaba"
297,"daa","dang1274",28,21,7,NA,"Dangaleat","language","Africa",12.1517,18.385,"East Chadic","afro1255","Afro-Asiatic"
298,"daf","dann1241",39,19,20,NA,"Dan","language","Africa",7.22812,-8.24535,NA,"mand1469","Mande"
299,"dag","dagb1246",29,23,6,NA,"Dagbani","language","Africa",9.64745,-0.43227,"Northern-Central Gur","atla1278","Atlantic-Congo"
300,"daj","darf1239",30,24,6,NA,"Dar Fur Daju","language","Africa",12.2598,25.3127,"Daju","daju1249","Dajuic"
301,"dal","daha1245",59,54,5,NA,"Dahalo","language","Africa",-2.1843,40.37,"Dahalo","afro1255","Afro-Asiatic"
302,"njz","nyis1236",24,15,9,NA,"Nyishi-Hill Miri","language","Eurasia",27.278263,93.675529,"Tani","sino1245","Sino-Tibetan"
303,"dbl","dyir1250",16,13,3,NA,"Dyirbal","language","Australia",-17.4516,145.544,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
304,"deu","stan1295",41,22,19,NA,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
304,"deu","stan1295",41,22,19,NA,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
304,"deu","stan1295",41,22,19,NA,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
304,"deu","stan1295",41,22,19,NA,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
304,"deu","stan1295",41,22,19,NA,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
304,"deu","stan1295",41,22,19,NA,"German","language","Eurasia",48.649,12.4676,"Germanic","indo1319","Indo-European"
305,"dif","dier1241",25,22,3,NA,"Dieri","language","Australia",-28.1667,138,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
306,"dih","kumi1248",34,25,9,NA,"Tipai","language","North America",32.331,-116.604,"Yuman","coch1271","Cochimi-Yuman"
306,"dih","kumi1248",34,25,9,NA,"Tipai","language","North America",32.331,-116.604,"Yuman","coch1271","Cochimi-Yuman"
307,"dip","nort2815",32,19,13,NA,"Northeastern Dinka","language","Africa",9.27995,31.8392,"Nilotic","nilo1247","Nilotic"
308,"dni","lowe1415",24,12,12,NA,"Lower Grand Valley Dani","language","Papunesia",-4.25684,138.992,"Dani","nucl1709","Nuclear Trans New Guinea"
309,"doc","nort2735",27,20,7,NA,"Northern Dong","language","Eurasia",26.9944,109.204,NA,"taik1256","Tai-Kadai"
310,"dow","doya1240",34,22,12,NA,"Doyayo","language","Africa",8.68604,13.0768,"Samba-Duru","atla1278","Atlantic-Congo"
311,"dru","ruka1240",27,23,4,NA,"Rukai","language","Papunesia",22.7738,120.844,"Rukai","aust1307","Austronesian"
312,"dta","daur1238",29,22,7,NA,"Dagur","language","Eurasia",48,124,"Mongolic","mong1349","Mongolic-Khitan"
313,"dts","toro1252",28,16,12,NA,"Toro So Dogon","language","Africa",14.40749,-3.10006,"Dogon","dogo1299","Dogon"
314,"duj","dhuw1249",23,20,3,NA,"Dhuwal","language","Australia",-12.7825,136.008,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
314,"duj","dhuw1249",23,20,3,NA,"Dhuwal","language","Australia",-12.7825,136.008,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
315,"dyo","jola1263",29,19,10,NA,"Jola-Fonyi","language","Africa",12.75752,-15.7354766667,"Bak","atla1278","Atlantic-Congo"
